1
1578 29566
540 916 31
1438 437 81
818 326 25
22 1098 69
783 274 73
192 1365 73
928 1400 16
1084 1238 28
815 1478 23
397 451 50
1252 347 53
993 658 37
993 1078 9
597 1286 66
1207 1436 1
469 775 24
1249 881 57
931 1060 54
1222 413 69
1087 522 72
1500 1205 67
1203 934 9
15 645 79
323 834 51
118 624 47
1130 153 68
1403 1152 15
1454 1 45
1385 594 78
417 955 36
269 127 75
816 937 68
1075 251 13
868 694 30
370 745 19
278 173 39
460 1521 24
232 728 43
727 1135 72
1127 539 2
54 777 58
287 999 30
1204 48 58
612 203 2
1515 297 60
1549 508 33
500 609 28
593 176 23
1116 637 6
488 801 10
1490 1122 33
252 1201 35
1424 1320 33
5 574 47
880 271 79
1187 1421 60
1494 493 43
1441 220 76
641 79 29
142 114 10
620 1535 3
1367 181 21
1327 1111 62
834 27 49
438 773 52
1371 378 65
134 339 29
562 1251 48
487 450 17
580 776 10
528 133 32
1104 1183 14
177 1130 2
1102 383 34
28 303 17
1303 1426 6
367 421 76
575 117 9
526 399 20
1107 143 69
781 504 57
1437 1050 5
1451 1238 24
124 188 43
1136 860 46
1038 295 75
159 1222 5
244 102 40
1195 386 26
11 1002 5
1084 1228 47
1125 1421 82
953 100 16
1546 1529 75
1550 433 58
1029 653 63
941 878 47
414 183 32
728 223 13
948 1401 8
1512 429 43
1414 137 62
1356 1230 29
156 404 38
143 1432 31
676 1018 30
50 939 44
721 838 45
815 1488 67
1056 867 33
284 1095 9
295 716 43
91 1303 18
984 1506 29
515 1344 37
1565 844 45
1259 501 47
1119 367 64
986 374 41
399 52 80
586 1057 72
1260 1016 22
50 821 1
893 1285 42
902 342 60
295 1305 39
758 402 27
1468 1093 2
206 455 9
815 392 9
1508 1381 61
1156 1249 56
698 1157 81
1536 582 40
1104 1070 49
104 939 26
334 351 68
578 686 29
90 1511 39
212 1189 36
710 547 56
417 1272 16
258 1050 4
118 364 32
519 237 34
310 563 80
985 1246 45
1353 1201 12
76 403 11
1312 1249 46
1332 149 11
773 1510 7
608 186 81
240 637 34
179 789 65
486 117 8
1040 337 80
944 1081 77
256 157 15
161 1212 23
962 711 51
336 328 65
1113 1508 67
1070 1485 38
375 1088 6
1576 777 25
434 682 23
481 937 22
1216 1065 79
322 261 64
1409 39 72
1507 415 70
1316 29 2
718 545 15
1540 1253 34
757 659 15
713 1453 33
74 1116 62
523 1299 36
474 1308 4
280 1405 57
1305 601 47
1041 489 11
729 841 22
236 104 23
87 169 68
1076 454 80
415 1239 46
1041 1177 40
1162 529 13
1117 676 64
919 543 2
639 1562 55
1194 482 81
1260 121 57
802 1109 63
829 1527 33
206 194 79
108 1219 26
1302 406 71
430 180 6
350 1231 46
1153 1544 23
268 568 72
1363 304 7
796 255 52
1093 1578 31
105 810 4
1483 602 5
367 1116 28
949 1557 42
216 559 77
1310 1187 33
1035 499 47
57 600 81
1553 156 71
219 403 1
580 953 25
438 246 55
1336 1070 47
1286 795 32
954 948 2
1356 1006 36
177 342 12
1543 1084 58
144 1483 9
1370 1003 70
517 623 33
652 785 75
124 1346 77
1339 800 61
331 776 12
1094 867 11
83 1039 47
1291 796 42
3 1145 41
1498 954 31
1547 955 7
1493 585 28
1228 1273 48
177 245 4
259 61 7
513 398 56
258 841 17
930 411 61
642 390 35
511 366 58
1310 816 81
531 113 62
413 1475 4
231 1008 33
800 1335 56
93 276 52
528 1431 12
667 182 36
254 1363 47
1401 765 39
206 255 81
1181 591 63
719 112 37
935 160 14
29 585 1
934 350 29
413 633 41
971 99 29
1375 424 48
222 873 6
764 1367 14
1450 1137 71
330 783 44
291 116 14
721 933 53
792 967 14
1364 366 18
709 1316 60
784 1564 67
769 1351 27
1355 979 31
1181 480 61
902 1450 10
953 92 47
851 1564 37
513 1533 24
1554 495 48
1003 568 53
1292 1255 76
1513 487 5
941 1380 41
905 117 60
812 312 60
1053 1031 17
1383 371 64
1463 1459 59
1261 1419 2
1479 918 13
507 1355 65
1509 564 72
64 54 59
891 1530 57
726 480 8
1286 875 65
109 1569 55
734 82 41
352 1297 45
364 1037 42
554 328 20
495 1018 69
1403 623 60
1169 1368 49
183 1270 45
1554 1249 33
753 1006 74
1073 1282 51
1003 813 12
274 823 45
1273 1467 11
175 864 11
286 231 66
1452 106 64
18 1100 9
166 485 22
503 195 67
592 111 54
1521 335 76
780 1406 82
1429 719 13
683 349 43
110 1515 53
85 1288 11
598 536 44
595 1497 10
1524 1326 27
312 1073 42
6 420 66
278 688 5
1374 1203 46
1276 897 55
541 651 35
1076 1502 21
955 1185 26
21 1320 45
931 150 17
996 286 68
273 631 81
443 1381 18
1164 1178 64
1314 1111 65
1323 187 39
182 866 66
1069 662 67
885 924 16
715 956 65
875 1374 15
585 638 38
552 536 15
152 786 49
215 86 4
7 1550 25
372 285 18
466 384 63
1427 866 58
578 1337 43
605 471 34
1217 1248 49
896 60 52
1119 953 18
1493 514 11
1487 1382 6
787 1068 56
1456 1419 16
733 1302 67
1297 1438 77
245 485 36
321 1568 53
635 828 16
1469 805 40
721 85 46
156 1051 46
718 1171 4
1119 1444 71
112 275 8
699 507 49
119 587 81
1047 369 46
984 828 71
1205 390 12
1441 483 55
1112 131 9
770 226 57
1492 714 36
1207 58 26
1390 1395 50
365 1169 2
481 284 5
699 1040 60
336 1151 55
268 1105 52
1480 313 3
927 1116 60
295 1553 75
700 1509 31
267 556 26
1573 609 46
1079 557 32
1082 1293 21
680 1427 1
351 430 12
985 262 21
685 1435 45
111 847 63
1262 1395 12
415 957 39
65 25 11
1146 562 25
1417 922 17
1367 517 71
25 1537 54
1314 223 25
843 1360 66
266 543 9
839 665 77
722 1003 34
985 912 61
972 1464 78
733 678 72
696 1449 13
1434 1435 10
222 250 17
216 1126 76
986 435 63
935 676 16
433 544 2
1434 1019 82
558 861 22
1551 1227 56
389 1449 51
1206 1300 51
881 760 19
789 998 65
915 1553 81
693 1316 9
1531 575 64
1127 499 17
634 169 27
128 1253 61
77 709 6
254 134 70
1079 803 55
107 1538 5
772 362 66
48 295 10
263 756 72
1546 659 32
522 666 66
1343 882 37
767 168 45
290 300 24
693 807 16
406 1501 8
25 982 81
622 1014 32
577 1383 64
509 998 42
281 1525 37
1017 31 26
783 670 47
398 267 25
319 735 20
1014 1214 34
1385 104 59
1309 1098 61
1102 518 20
1436 944 15
647 377 41
1110 736 35
352 961 66
98 183 9
1142 373 23
1568 609 27
928 468 10
145 531 64
173 1000 29
349 387 32
213 44 57
899 483 33
1039 1294 70
1137 1120 78
605 726 72
517 263 51
888 612 76
653 312 53
896 1276 2
1078 872 81
1110 1151 47
1133 376 52
899 566 20
165 1146 77
1395 1207 37
92 1195 5
767 172 17
1564 333 26
1554 1288 68
374 1339 6
1151 1376 59
1076 968 2
1497 193 29
1402 1211 47
996 162 22
978 1443 17
493 606 13
1505 154 41
793 651 34
163 44 45
1445 991 1
1168 421 58
1421 252 41
319 1305 47
656 1033 74
1484 1493 67
309 156 49
172 1015 46
1046 1473 3
1181 815 35
1112 874 17
692 491 67
1465 181 50
1510 216 67
948 61 1
1451 1496 27
72 846 54
1266 1030 43
59 624 23
1482 631 31
648 354 82
176 195 4
715 1562 24
75 712 36
99 1131 49
895 1408 46
1026 1321 2
175 774 79
302 730 23
1242 786 64
1423 852 3
1460 1213 42
472 1042 9
277 1519 38
314 330 2
743 1168 76
812 725 65
286 243 27
692 221 61
313 1373 24
68 605 8
1193 1571 26
720 816 34
249 477 61
1021 173 7
1062 299 67
1492 323 67
551 211 44
332 572 63
872 362 55
1532 196 53
1052 1122 39
1094 1224 20
1077 1035 43
1176 1473 78
281 818 78
555 181 76
1033 34 17
765 15 5
42 1082 27
1485 1495 51
1373 254 48
1122 754 1
405 516 31
1139 79 1
1158 1169 28
971 1007 75
205 28 7
462 303 66
33 1576 46
1230 603 19
420 1161 57
978 744 20
283 840 36
651 486 58
13 925 81
1197 1267 1
973 734 47
5 1469 69
372 902 56
1496 405 13
639 719 25
164 351 4
1284 309 27
868 1557 39
243 1036 8
1083 552 2
274 637 34
1071 408 30
1490 1111 13
958 1014 28
1478 501 7
895 1192 32
745 964 59
763 1282 26
792 831 17
927 1524 43
592 231 16
211 1152 47
1518 969 31
1146 195 54
1302 207 63
127 1128 65
1248 151 17
128 892 8
292 113 33
1344 600 35
1260 549 55
891 804 10
1179 1074 71
833 296 47
1486 1147 29
1024 1198 41
1385 850 2
1263 1377 24
848 838 54
845 129 56
905 968 4
1471 1068 82
1516 668 21
1270 589 5
1066 130 3
999 1116 23
411 492 13
740 949 5
854 573 28
935 182 1
146 553 76
941 1183 77
156 1353 55
1203 242 62
751 1263 43
147 372 37
855 114 59
1563 192 35
1503 1352 62
375 495 79
525 1090 10
973 184 70
516 1050 68
238 881 20
1384 1477 53
383 746 28
1058 1426 71
1302 1430 25
1161 1156 66
282 1051 74
1051 277 25
801 812 17
937 1385 71
173 221 29
114 736 59
770 669 20
1196 1162 24
1111 1439 55
706 965 77
1095 23 43
138 1463 17
936 1320 61
259 974 53
268 1277 21
1079 736 26
382 116 55
414 1033 60
1193 513 70
328 1308 60
782 1072 77
1434 273 9
1330 682 7
567 263 63
1403 417 8
527 207 26
130 456 65
810 986 32
1232 1284 36
382 379 38
593 272 3
182 1397 82
603 746 67
1525 789 32
715 841 63
1508 1250 24
1386 573 32
1456 405 82
1419 561 74
1499 286 23
886 823 67
1552 1008 60
1111 712 35
958 1369 23
1516 1326 47
569 176 78
308 497 49
909 970 16
1115 1132 40
262 1324 20
403 656 24
580 1529 45
509 708 28
709 227 47
180 1107 6
588 853 59
1551 448 40
120 1463 59
1080 1183 55
1134 1280 19
1564 898 63
1251 92 38
1310 701 72
365 303 40
1506 451 61
421 309 51
233 968 33
9 918 46
1174 1332 32
1263 766 28
849 622 6
923 1039 63
163 1126 21
463 77 28
1278 1072 44
1426 832 47
361 1371 49
1180 1397 21
406 825 10
4 1356 68
700 889 60
1385 56 24
1024 858 42
271 254 5
849 751 76
382 1317 69
1374 877 50
1149 562 45
91 1239 22
1461 1327 8
415 372 61
1446 183 27
1467 1397 1
1027 1151 37
44 347 2
334 1244 68
255 49 69
1334 993 75
783 555 21
1438 222 74
1245 310 54
1573 759 22
1480 1109 33
1568 817 35
782 1141 27
591 275 63
1513 587 81
1139 721 82
1577 1366 48
1144 963 14
96 509 13
360 1545 30
735 1413 73
603 531 69
1400 544 56
266 378 22
570 1451 2
1314 907 5
159 646 53
358 634 44
136 993 51
1495 111 45
679 813 46
1361 1405 63
320 1241 9
997 558 52
1082 612 68
1246 803 24
483 784 32
62 463 64
921 1320 78
1004 868 1
825 1094 12
297 1021 49
1359 838 45
514 587 50
1201 993 9
449 1532 58
1511 373 66
884 1485 31
398 686 48
862 50 48
1262 1399 32
430 1397 68
1292 426 62
5 1279 29
1527 771 11
201 358 64
972 637 13
821 332 69
365 997 2
1340 1079 15
152 314 66
1300 181 44
999 24 4
871 1099 41
145 613 27
870 816 62
1393 1287 26
817 849 44
317 466 27
1199 562 52
717 807 58
415 90 15
47 1308 82
278 830 67
1040 1066 59
1114 539 59
263 526 16
1030 109 49
1484 1050 17
283 1224 5
666 803 54
736 258 42
30 882 54
1025 505 9
132 1549 35
1150 1033 17
127 1512 60
1317 942 18
1298 1359 9
726 1550 59
221 1383 55
1443 202 64
1483 69 48
473 268 1
1019 833 38
299 998 13
713 185 36
1547 669 73
628 343 3
72 1405 6
236 428 81
1542 824 23
527 1112 69
131 153 44
385 1538 29
971 24 57
795 336 68
879 1208 41
779 328 11
267 530 72
628 643 68
831 669 31
1165 768 40
975 837 52
47 846 66
309 109 9
803 227 28
422 857 21
843 840 19
412 48 20
1273 330 70
803 1356 7
195 846 48
308 1283 39
706 985 80
1368 535 80
281 1136 37
733 525 71
1012 93 54
384 728 4
594 427 30
122 614 66
1335 862 17
562 1540 38
716 1192 43
1377 1221 24
203 1076 8
1167 726 4
891 623 25
1183 214 39
913 536 49
309 351 79
290 1423 26
1159 199 23
1161 427 64
819 1495 47
892 295 14
272 332 6
682 374 67
536 609 44
337 379 61
894 285 65
495 553 24
522 1361 65
1249 456 65
885 509 29
1413 1200 28
1229 1008 31
72 811 28
628 82 28
937 1132 46
860 1343 26
1320 1467 33
401 467 9
62 688 28
755 182 25
1547 397 70
1166 594 5
1173 801 73
738 605 44
436 1436 19
827 716 5
636 1040 37
1353 285 54
1152 10 77
1051 487 2
827 1179 80
1476 100 45
191 1495 2
1282 607 61
708 716 53
140 1380 22
1439 1257 73
1239 1369 40
272 613 11
1321 136 36
323 1212 42
476 762 23
499 189 6
131 99 58
1494 469 70
395 754 9
1253 573 20
139 130 55
1556 1440 17
152 176 75
1145 1149 46
698 843 61
605 739 49
1431 433 29
555 1430 43
333 28 24
112 843 13
1 72 39
886 74 3
425 451 62
941 462 12
40 892 77
135 457 11
572 1260 50
865 330 8
266 547 80
192 242 47
1526 174 54
755 399 10
1103 152 72
520 648 31
40 558 16
1333 753 66
52 56 5
1560 129 43
1211 363 76
1087 1328 62
933 1272 8
437 432 6
889 454 57
1432 1274 7
782 1334 34
334 700 1
885 1158 62
27 1436 70
50 968 9
1447 1565 53
740 466 21
707 480 73
529 931 9
410 1149 80
189 457 20
1160 399 59
197 897 8
1155 915 47
1191 1432 42
290 542 73
36 1383 1
1111 682 17
1377 135 63
1142 720 8
972 1199 46
1286 294 39
464 1191 22
637 1248 36
1012 117 67
1107 137 9
1000 409 40
756 398 25
471 326 14
1031 984 70
765 1197 14
76 393 50
1051 1176 65
976 1013 26
892 204 66
463 1380 68
126 974 70
5 807 15
1409 734 73
1231 508 50
347 593 8
344 1009 9
166 1348 47
108 788 4
729 1382 68
705 415 8
767 310 66
574 594 35
1496 751 28
795 808 34
1017 1452 26
9 281 50
564 313 11
911 774 9
820 683 35
479 1472 67
649 616 12
829 1308 34
88 113 69
106 854 13
773 1122 67
251 729 11
664 1150 18
877 720 40
387 304 18
1577 1458 51
633 176 5
1270 1435 71
633 759 38
910 1039 52
1320 241 19
1465 716 16
410 969 78
1526 164 52
1018 1209 36
1476 866 71
1525 1121 7
822 466 65
308 864 44
773 1278 5
936 1092 29
1031 1511 32
1480 810 63
83 830 56
842 762 17
1413 467 7
1155 749 22
245 644 42
1144 1132 37
205 1269 17
742 1235 65
1106 1323 31
970 543 3
957 1474 43
1096 461 52
1485 478 67
1490 122 43
400 1464 31
683 144 72
235 84 27
922 760 70
710 406 38
839 195 31
520 1303 21
292 1186 48
285 77 12
264 772 25
1503 59 54
1115 1276 48
1486 972 34
934 1066 52
1323 1571 33
162 154 26
224 617 31
352 1549 42
139 432 39
958 1415 34
1220 379 46
464 1473 48
895 1245 78
1043 39 68
540 1238 2
1393 1137 20
692 451 63
1152 498 78
369 433 79
522 1106 43
967 1011 72
27 863 76
692 1000 45
376 785 44
1359 1387 65
592 124 23
1209 1254 28
222 1577 36
1242 1333 54
1149 279 18
1009 871 45
479 1273 72
1211 1140 66
410 840 19
1054 96 38
460 551 57
79 1516 55
983 597 5
1412 102 18
1245 211 2
512 1043 67
90 575 12
775 732 27
1058 1439 49
845 783 52
271 152 53
440 437 67
1115 508 77
666 401 72
1315 936 65
1508 1115 58
220 889 1
158 439 9
1456 715 56
1191 439 34
1249 1162 20
1071 85 47
247 639 54
187 1030 2
640 98 29
156 426 35
493 135 11
1573 1314 79
652 143 42
412 415 14
615 713 6
701 236 65
617 476 4
1124 21 56
1333 247 64
1351 422 49
1128 1091 31
4 659 15
1450 381 74
671 483 11
318 554 59
1276 198 2
1434 1507 17
143 795 3
215 1100 52
152 1436 71
558 210 30
370 1197 38
1423 171 11
1578 1072 21
804 130 70
605 631 67
163 677 6
823 106 42
545 1224 25
311 177 9
1455 1333 72
209 55 29
1278 1276 77
210 102 23
8 1463 24
118 1205 54
71 204 77
173 776 66
219 503 68
253 631 73
1153 1570 69
959 518 12
1334 758 1
630 793 12
261 283 46
1244 769 7
1397 417 44
123 874 59
585 851 9
1223 248 40
345 471 47
1053 1190 25
167 1058 24
1365 672 66
286 111 39
1426 961 22
1467 872 73
991 46 79
199 1578 59
109 689 70
1330 927 39
944 1342 67
257 24 30
991 354 28
1336 1275 12
1503 47 66
797 9 64
122 952 65
1430 1530 57
1545 1249 81
574 344 54
542 373 82
858 891 22
1401 1309 68
1410 653 59
1256 1058 26
406 195 51
127 1462 36
1022 1132 38
986 461 1
1343 1320 11
921 1188 9
318 1498 18
821 1232 26
69 196 25
1001 1290 59
389 616 47
1021 875 78
722 1110 38
867 1406 39
602 894 80
639 752 42
1087 1088 14
1211 660 24
953 505 56
1284 16 33
1245 902 53
263 133 24
630 1439 21
503 479 31
934 750 77
1529 1502 58
1375 475 50
1433 216 4
1485 1235 34
247 1548 35
807 1317 5
1228 1426 44
365 1535 38
1400 1140 17
538 1274 67
1513 1309 65
1328 842 4
1166 265 11
347 17 12
158 196 25
1067 751 4
848 1447 24
345 472 44
1206 448 64
1556 1447 42
1223 282 63
327 1070 38
429 840 77
950 1034 82
1338 425 82
165 873 34
779 175 23
478 660 8
588 171 11
983 522 42
887 1274 27
50 227 27
625 540 40
192 635 70
978 519 34
1193 1517 52
1436 1490 57
1530 890 72
1212 649 46
1571 1448 18
1010 1207 40
201 1280 45
982 1339 59
1515 1052 25
588 1403 2
789 958 15
1548 1297 26
1100 1577 64
576 1267 53
153 1333 27
788 1031 26
920 441 65
1089 651 38
6 1018 68
1567 1211 72
1571 1257 66
648 1321 55
1026 378 11
1517 830 1
284 1091 12
63 507 9
272 125 61
1574 1176 76
1047 495 56
480 874 8
995 166 50
419 710 9
305 1405 12
243 11 80
363 528 56
581 1414 23
54 643 4
1462 1496 12
739 1025 63
771 879 7
306 160 3
243 1205 34
1083 320 53
863 49 19
63 836 23
374 1188 21
1004 1356 2
323 887 55
542 1455 5
1459 748 16
1172 329 23
397 699 33
249 654 61
756 717 34
1351 302 17
252 335 68
918 1197 72
1211 142 44
1360 680 66
1100 1575 8
292 1148 25
102 223 38
580 102 31
190 1079 44
1114 1505 48
999 1123 73
587 1556 25
296 145 28
310 157 21
674 65 2
757 599 53
1367 876 11
1508 812 4
464 759 23
1200 835 41
1159 1284 71
149 652 28
387 48 14
350 473 81
224 1201 56
242 1439 4
1330 72 4
331 1440 50
881 76 82
1170 618 80
1460 863 10
886 1020 48
825 136 66
1373 1462 55
901 337 47
661 480 78
1057 37 72
956 1423 73
1530 259 56
638 1561 22
1052 441 3
302 1053 46
137 361 48
567 1207 69
1410 1486 46
619 1287 4
1469 28 38
52 210 44
1368 287 37
1267 1296 57
538 571 25
1347 244 62
1567 894 81
770 674 4
614 1226 76
769 648 68
816 167 75
231 200 47
472 309 73
209 1569 75
1514 1406 52
60 1087 35
1415 1306 23
1289 173 62
285 374 15
350 830 67
1078 1178 35
1335 635 43
747 667 34
188 1444 1
969 743 50
1051 974 26
733 1043 32
1341 1248 33
607 1549 6
760 629 32
331 796 49
137 552 53
116 1145 30
158 1418 36
60 437 67
1328 1382 10
1190 273 51
601 203 60
313 761 75
247 1219 23
1204 525 60
906 567 7
1560 310 52
335 1223 4
1044 634 70
435 1431 4
1271 762 24
114 1195 81
423 1091 52
1301 48 35
1152 1464 77
708 174 76
776 1367 29
795 670 61
321 1132 53
445 560 24
268 1274 74
843 1342 4
446 1257 43
1538 1234 30
1127 204 70
419 1173 9
1565 1042 67
1555 430 33
24 677 16
1557 1096 26
796 661 10
512 369 65
603 1140 25
713 652 3
258 1071 53
547 469 29
55 548 21
792 919 29
1 1237 33
476 307 66
1555 626 58
874 1395 69
604 722 23
786 929 69
578 850 80
1003 1301 5
188 427 3
157 406 21
836 1113 54
901 143 37
456 668 44
360 1203 79
493 915 53
701 1042 76
596 1342 24
881 573 72
1225 1546 21
1388 1502 77
42 468 57
1 710 51
781 1495 30
429 1278 55
1273 92 57
1078 1433 8
1085 391 43
1565 422 60
1308 309 14
1050 228 41
1512 1307 39
1456 898 4
946 1284 37
311 1219 33
1324 404 42
344 454 81
168 1517 23
1279 1255 37
338 1019 58
1520 1339 41
485 223 58
39 451 80
1330 203 8
1173 15 23
19 585 76
1519 1192 7
847 1307 9
1156 1353 7
1426 218 24
894 1509 53
205 1181 2
835 1211 28
452 189 24
644 960 23
832 983 1
1413 443 52
716 984 80
330 1138 68
1017 556 51
1170 267 16
1494 1546 67
1467 29 20
596 1413 67
1315 846 1
268 1058 33
276 288 59
831 1215 73
291 583 30
516 749 48
1367 1169 19
499 944 65
580 1462 75
873 1132 15
157 546 56
998 67 18
887 7 67
1561 837 74
262 83 80
1209 397 65
930 135 71
792 1136 6
417 354 29
914 55 69
1178 1502 60
1372 100 31
1483 571 21
1 896 42
303 1 9
81 618 7
1115 1300 30
1215 862 21
215 1523 20
943 147 46
501 209 36
659 1030 55
504 154 24
68 371 60
1004 1053 61
590 1275 11
532 1079 75
1296 402 11
315 1239 28
1102 1184 1
501 960 2
999 1415 2
1176 1103 24
1301 785 14
756 1248 24
975 746 29
924 1302 36
749 877 25
851 613 4
229 100 35
768 1524 16
693 1345 35
584 894 54
1083 81 82
696 632 53
483 1418 25
927 1276 22
430 1116 60
1408 480 36
258 804 80
1064 1332 9
68 970 12
732 379 61
1269 641 40
1366 940 60
669 349 46
1220 742 38
171 1507 51
1545 1403 42
1426 1444 70
258 63 47
1562 1208 22
167 820 4
1456 1526 75
1188 1169 36
595 922 47
1443 464 61
1107 1232 47
747 849 70
929 200 11
797 674 17
464 428 1
498 1239 31
288 1213 34
51 893 54
119 65 6
339 612 8
566 652 67
1380 6 33
853 307 64
803 1058 54
739 1515 40
472 1227 53
482 1167 20
186 308 35
1322 193 56
686 499 68
44 978 38
843 1053 9
92 386 35
1182 879 40
932 883 69
1132 206 16
816 289 45
845 529 55
644 1547 27
255 170 5
13 511 16
1271 220 51
1266 246 23
351 1470 51
1200 1181 5
1210 38 57
1222 980 48
1513 359 54
1393 277 41
813 1454 27
1248 1272 56
1266 274 66
1029 3 3
1032 1317 34
1442 691 60
1529 1056 63
133 349 36
223 233 69
889 1237 81
572 1468 35
778 632 40
33 806 25
316 327 66
414 769 66
1506 1188 79
883 1332 38
218 823 49
240 38 14
1478 696 66
922 1237 51
1113 1319 52
1526 219 46
685 159 64
46 87 31
1047 354 19
1232 652 28
258 463 33
1388 1356 24
1170 715 11
71 293 60
21 1002 28
324 782 63
1033 204 10
82 914 28
318 1025 34
1553 634 11
123 1374 20
730 425 20
1074 175 49
195 357 60
2 1528 28
1012 1029 66
116 619 19
155 621 6
944 791 54
228 87 66
1057 111 15
958 364 13
990 229 63
1384 1415 64
993 1378 53
88 539 29
1207 991 73
157 514 8
590 22 80
525 1384 5
1559 337 38
55 777 64
716 508 37
999 1047 45
134 1548 9
947 1469 68
345 490 1
134 574 12
764 1447 3
196 488 67
990 679 40
1419 1050 15
1438 497 52
1343 394 16
1124 1317 56
890 481 67
172 998 31
1504 852 68
1156 402 71
850 27 59
1345 613 42
1534 516 48
936 447 47
845 444 51
1260 1073 2
1347 1240 51
788 1258 80
185 540 69
890 1574 57
781 1220 21
1564 179 16
161 381 58
1233 1390 8
954 1159 37
1357 929 39
340 487 13
511 761 29
1495 501 66
1272 678 59
1078 471 32
1454 1541 21
851 234 58
230 161 24
492 835 2
801 702 72
417 1196 34
151 621 20
27 1060 22
139 62 57
179 867 38
1417 67 2
670 1076 2
1042 1468 7
478 820 42
1420 266 7
1502 746 74
1062 949 42
170 179 49
1470 817 69
286 441 41
1377 1506 25
527 1307 44
94 632 20
1399 761 37
1279 1229 27
74 760 68
680 1493 7
429 237 3
298 443 16
882 1257 33
1051 744 29
848 278 34
422 543 23
236 1004 29
525 505 42
20 257 41
694 1266 24
369 674 57
264 113 68
1157 969 63
896 427 37
864 1157 58
1338 325 73
1289 268 44
1326 1496 36
1141 1007 79
355 1370 44
873 302 68
88 968 75
81 431 32
1395 680 55
656 1072 32
1348 1214 55
156 1329 49
1252 4 20
1075 400 82
229 1121 68
946 449 81
556 187 29
669 1360 76
1079 1242 44
522 1498 68
172 1135 2
244 1548 6
10 278 47
1460 990 81
1031 382 34
670 601 5
492 1264 29
415 548 43
421 1018 16
948 520 8
93 316 8
16 15 17
1526 1181 70
1261 751 21
168 44 68
765 60 70
1180 1335 38
601 1126 51
1557 171 49
1303 685 21
371 382 57
1173 529 30
817 1093 66
1402 504 3
1335 135 39
472 297 49
1250 399 25
423 845 6
1344 1157 31
1267 465 69
564 611 39
835 297 41
323 1322 8
884 1266 80
1267 20 44
807 1156 18
1469 1396 74
1143 73 29
1476 11 63
716 522 24
999 612 22
949 1122 9
1400 65 11
785 250 59
1353 175 59
415 1559 2
659 1295 37
1369 1087 21
249 1469 40
506 188 64
1190 1116 20
1564 1192 72
1107 331 75
1097 1418 42
338 1161 49
877 771 73
1467 1554 67
1322 551 50
11 674 25
288 1287 76
256 798 30
1046 1319 8
632 1573 53
859 264 30
613 1428 13
938 638 23
514 1355 4
977 1492 26
888 762 14
686 291 11
878 424 3
476 1578 71
1431 549 22
757 1195 82
1460 1433 46
336 267 68
45 792 36
880 1130 15
1259 407 12
709 1123 26
1236 1526 3
931 180 28
414 1332 66
604 753 43
534 355 71
1379 1041 8
183 1030 21
1411 1256 12
1144 1006 71
856 269 21
1165 1040 5
1454 1267 41
813 216 80
215 558 70
1144 210 11
688 1031 56
1506 396 45
336 4 53
249 947 76
1538 363 37
980 1509 78
1455 1378 26
745 1409 19
287 680 49
519 317 80
833 1553 31
1468 1325 67
1530 1408 51
293 1453 45
557 381 41
229 22 66
515 1469 27
1164 1528 52
765 261 9
1330 1559 48
682 1417 81
368 1325 70
1087 452 70
425 1266 59
832 1129 66
1494 1480 41
1223 505 9
565 780 80
1555 994 32
1016 700 75
1366 674 51
534 1502 81
262 520 68
536 221 82
1405 597 59
1437 216 51
478 689 53
604 494 64
538 689 79
1457 397 61
412 501 5
1052 396 28
1 750 22
550 163 60
1049 407 38
1484 723 20
644 143 37
793 73 13
1412 1128 56
165 565 11
1507 1401 78
1237 292 68
741 314 69
314 962 29
481 1513 69
366 450 39
1293 867 71
909 48 39
1549 393 2
195 1251 73
1566 971 37
881 151 44
776 356 35
343 1569 6
383 224 55
1449 139 1
23 831 65
869 805 50
428 466 54
542 218 42
370 1498 40
536 1375 41
1311 595 72
728 86 73
420 1206 17
473 1002 40
689 438 29
1419 780 19
235 1020 9
436 252 41
870 381 50
197 1459 25
1346 590 43
684 228 33
821 1218 54
1178 1222 41
930 398 44
494 1353 18
1404 1020 29
521 298 30
51 1461 41
358 195 21
1214 897 20
537 117 19
845 714 9
1387 721 58
508 514 49
712 689 16
1446 557 54
276 703 4
1155 326 2
1236 202 74
1143 570 47
319 573 66
677 1206 59
567 670 21
1527 1021 30
695 75 3
158 1471 80
468 652 29
68 61 78
867 219 3
490 1501 30
676 1086 68
813 30 76
35 1479 18
379 997 7
933 1217 9
498 915 30
212 738 66
1219 258 31
656 834 44
1083 329 18
489 1548 66
991 85 26
161 1333 12
197 1222 18
654 645 4
1150 1246 41
496 1230 46
972 1034 7
234 182 21
33 1365 48
314 422 51
520 866 14
1513 1569 58
1451 698 12
238 1231 42
1431 553 62
9 28 27
649 787 23
822 104 15
79 574 82
549 1176 12
768 732 81
1403 778 23
1340 683 76
328 153 23
1253 345 32
1054 38 23
168 781 40
109 175 39
444 1099 71
871 13 55
1248 1370 52
1306 1540 62
1489 994 18
1271 1384 18
532 1098 28
1517 110 53
895 192 79
393 534 82
1116 527 27
1467 767 41
1277 1446 21
660 1139 27
1234 1340 55
240 801 26
769 836 64
848 1285 17
1110 1393 9
1132 1218 48
768 1422 14
48 1134 46
971 1044 16
572 591 39
855 1387 75
764 245 73
1179 1450 9
763 1511 74
644 843 6
1097 78 29
776 1120 82
1351 1508 57
35 1193 18
194 988 82
774 580 56
